Country Name,Country Code,Series Name,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Armenia,ARM,Population growth (annual %),..,3.531700015,3.444212371,3.33039188,3.193722641,3.044915149,2.884528457,2.734332819,2.616709115,2.540601209,2.491710699,2.450454878,2.397047758,2.323313169,2.222332312,2.105167418,1.985966837,1.878847074,1.785163028,1.7098499,1.647333671,1.547507214,1.437884934,1.39629188,1.440938552,1.520551942,1.674304637,1.74408746,1.515480648,0.90369594,0.04797414,-0.934580005,-1.797409529,-2.34244852,-2.390476071,-2.040336799,-1.53871861,-1.115081278,-0.781896829,-0.634591459,-0.631020799,-0.617751681,-0.549218141,-0.530280113,-0.571956874,-0.650321107,-0.773190355,-0.872160581,-0.856135016,-0.67381128,-0.373711867,-0.027147008,0.267013214,0.461966644,0.51012273,0.450500903,0.361431439,0.294612228,0.236306379,0.201539723,..
Armenia,ARM,"Population ages 0-14, total",724438,772382,817091,857911,894484,926056,951121,969175,980987,988501,993302,989149,986574,984130,979216,970801,965599,956155,945812,939196,938301,942285,951886,965722,981216,996933,1015099,1034479,1052226,1063385,1063002,1052516,1030566,1000935,969669,941309,909816,880379,851847,822649,792295,756841,724426,694520,666405,639824,619110,598493,579993,566592,559946,559194,562687,569812,578629,587452,594870,602343,609052,614201,..
Armenia,ARM,"Population, total",1874121,1941492,2009526,2077578,2145001,2211319,2276034,2339127,2401143,2462928,2525068,2587708,2650486,2712786,2773748,2832759,2889579,2944383,2997417,3049109,3099754,3148096,3193689,3238595,3285599,3335940,3392264,3451947,3504659,3536474,3538171,3505258,3442817,3363108,3283667,3217348,3168221,3133089,3108687,3089022,3069591,3050687,3033978,3017932,3000720,2981269,2958307,2932618,2907618,2888092,2877319,2876538,2884229,2897584,2912403,2925553,2936146,2944809,2951776,2957731,..
Aruba,ABW,GDP per capita (current US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6472.502029,7885.796545,9764.789979,11392.45581,12307.31174,13496.00314,14046.50376,14936.82722,16241.04652,16439.35636,16586.06844,17927.74964,19078.34319,19356.20339,20620.70063,20669.03197,20436.88713,20833.76161,22569.97499,23300.03956,24045.27248,25835.13267,27084.70369,24630.45371,23512.6026,24985.99328,24713.69805,26189.43551,26647.9381,27980.8807,28281.35048,29007.693,..,..,..
Aruba,ABW,"GDP per capita, PPP (constant 2017 international $)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36605.59614,38008.05669,38112.93971,38490.05504,39369.33335,38550.64657,37659.3818,39251.23743,39195.54797,38910.41682,41022.32155,38927.23431,36822.87535,36766.55451,38984.21838,38947.19958,39042.96394,39593.47346,39504.48151,35314.91288,33941.95388,34981.89542,34329.77422,35563.31096,35458.60834,37276.08042,37866.17385,38442.41384,..,..,..
Aruba,ABW,Refugee population by country or territory of origin,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Population growth (annual %),..,2.238143931,1.409621865,0.832452558,0.592649039,0.573468248,0.616990878,0.587373201,0.568529799,0.580642385,0.57221119,0.636272958,0.670693326,0.671204938,0.471968484,0.212897716,-0.117120177,-0.363781075,-0.436627544,-0.204858378,0.193211026,0.780690671,1.276347795,1.385740854,1.015708085,0.301918203,-0.607943306,-1.303070407,-1.226909428,-0.076979146,1.813641093,3.902018236,5.44027196,6.068410306,5.625997562,4.616674713,3.517889233,2.669576442,2.114385656,1.960557913,2.055026783,2.22593013,2.229056047,2.109354335,1.757352867,1.30203884,0.79954624,0.384052418,0.134267964,0.095654625,0.210708808,0.370125352,0.502430116,0.582349411,0.594397037,0.544892394,0.50761773,0.469944453,0.453575639,0.442121959,..
Aruba,ABW,"Population ages 0-14, total",23770,24037,24135,24089,23925,23684,23484,23164,22777,22395,22040,21450,20953,20476,19895,19154,18708,18054,17270,16520,15934,15644,15529,15551,15574,15459,15575,15444,15180,15039,15256,15564,16243,17173,18100,18812,19604,20152,20502,20781,21059,21291,21490,21613,21606,21480,21401,21338,21291,21254,21222,20951,20607,20212,19833,19515,19147,18945,18843,18733,..
Aruba,ABW,"Population, total",54211,55438,56225,56695,57032,57360,57715,58055,58386,58726,59063,59440,59840,60243,60528,60657,60586,60366,60103,59980,60096,60567,61345,62201,62836,63026,62644,61833,61079,61032,62149,64622,68235,72504,76700,80324,83200,85451,87277,89005,90853,92898,94992,97017,98737,100031,100834,101222,101358,101455,101669,102046,102560,103159,103774,104341,104872,105366,105845,106314,..
Australia,AUS,GDP per capita (current US$),1807.78571,1874.732106,1851.841851,1964.15047,2128.068355,2277.558398,2340.438685,2576.284509,2720.082609,2986.949507,3299.843207,3489.952294,3943.787639,4763.62839,6473.165153,6994.209927,7476.748748,7765.070544,8241.997276,9281.523356,10194.3187,11833.74321,12766.52225,11518.66852,12431.94585,11437.66446,11364.23946,11624.53959,14254.55757,17798.31424,18211.27459,18821.47739,18569.81275,17634.25635,18046.02024,20319.63063,21861.32551,23468.59683,21318.96417,20533.03506,21679.24784,19490.86111,20082.48327,23447.031,30430.67644,33999.24286,36044.92281,40960.05449,49601.65671,42772.35917,52022.1256,62517.83375,68012.1479,68150.10704,62510.79117,56755.72171,49971.13146,54066.47127,57395.91947,54907.10191,..
Australia,AUS,"GDP per capita, PPP (constant 2017 international $)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31309.30995,30789.98555,30544.12595,31465.52407,32374.19619,33212.44344,34050.31612,35007.08863,36229.6826,37635.37464,38652.01499,38870.6746,39935.61035,40623.66352,41783.93534,42557.36905,43106.04404,44484.41949,45196.7317,45132.30771,45354.40423,45830.11923,46801.57225,47192.05739,47671.11104,48020.25414,48585.8902,48905.4172,49575.98113,49756.30671,..
Australia,AUS,Refugee population by country or territory of origin,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9,12,11,41,29,57,37,23,38,38,47,27,27,21,15,10,10,20,..
Australia,AUS,Population growth (annual %),..,1.989740046,2.440639401,1.917816478,1.96235442,1.959716895,2.283184382,1.262276888,1.764158656,2.09302301,1.970188879,3.380293537,1.838146263,1.528816914,2.531220259,1.231185888,1.00265826,1.12667268,1.162885259,1.08064227,1.21894271,1.586852569,1.667535733,1.250548264,1.132221845,1.367346075,1.638988867,1.520986626,1.636206657,1.69256678,1.479978016,1.274577578,1.213390775,0.978336681,1.058508842,1.208019812,1.313819299,1.11872569,1.042235716,1.142505187,1.192272323,1.348358342,1.220563785,1.233996663,1.159352162,1.319789554,1.475227945,0.624678435,2.00402174,2.06104513,1.555489589,1.389527316,1.745820001,1.72115144,1.491566489,1.439216653,1.561940498,1.684523108,1.536105516,1.515984454,..
Australia,AUS,"Population ages 0-14, total",3101573,3171575,3240425,3282439,3325371,3373205,3437926,3470716,3525226,3591359,3646512,3735708,3768306,3786824,3836172,3825230,3822003,3797908,3762559,3729878,3717172,3698624,3710773,3722821,3725293,3722489,3749364,3750096,3745514,3752667,3769581,3782297,3811058,3841441,3871722,3898194,3932924,3951986,3963018,3978969,3999611,4010103,4015963,4022831,4027287,4041179,4054781,4040682,4092069,4152405,4193157,4252616,4316146,4375969,4432970,4498208,4584735,4690354,4794332,4889083,..
Australia,AUS,"Population, total",10276477,10483000,10742000,10950000,11167000,11388000,11651000,11799000,12009000,12263000,12507000,12937000,13177000,13380000,13723000,13893000,14033000,14192000,14358000,14514000,14692000,14927000,15178000,15369000,15544000,15758000,16018400,16263900,16532200,16814400,17065100,17284000,17495000,17667000,17855000,18072000,18311000,18517000,18711000,18926000,19153000,19413000,19651400,19895400,20127400,20394800,20697900,20827600,21249200,21691700,22031750,22340024,22733465,23128129,23475686,23815995,24190907,24601860,24982688,25364307,..
Austria,AUT,GDP per capita (current US$),935.4604269,1031.815004,1087.834243,1167.000532,1269.412583,1374.53214,1486.968606,1569.667183,1677.673528,1825.386126,2058.769079,2380.978443,2924.048871,3890.722456,4630.757207,5285.620724,5678.386638,6810.627729,8205.468927,9793.765307,10869.54642,9385.249018,9410.347225,9537.407431,8991.065076,9172.096769,13083.0727,16392.76957,17578.61894,17468.94619,21680.98969,22410.91174,24880.16407,24081.52781,25646.70066,30325.84958,29809.07677,26705.4786,27361.87511,27174.29716,24564.45829,24537.51426,26401.74546,32222.89724,36821.52147,38403.13388,40635.28182,46855.77175,51708.76575,47963.1794,46858.04327,51374.95841,48567.69529,50716.70871,51717.49594,44178.04738,45237.80509,47549.07904,51525.04643,50277.27509,..
Austria,AUT,"GDP per capita, PPP (constant 2017 international $)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37700.87736,38610.97131,38987.85004,38871.37224,39652.20546,40647.83777,41546.73825,42368.52272,43837.79104,45308.56851,46725.56529,47136.87133,47680.20688,47895.21912,48900.88039,49658.78404,51120.44956,52854.3176,53458.60478,51311.52543,52128.70105,53471.77009,53590.71835,53289.37831,53224.16774,53164.8014,53688.28239,54637.00128,55687.18928,56352.44454,..
Austria,AUT,Refugee population by country or territory of origin,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60,49,53,54,63,47,33,27,72,68,44,62,30,19,15,15,10,10,15,5,5,..,..,10,24,18,..
Austria,AUT,Population growth (annual %),..,0.548472356,0.612895848,0.642362671,0.666548205,0.649729876,0.701396116,0.74742522,0.519254262,0.345331646,0.349218946,0.446245581,0.581190352,0.554041399,0.170205768,-0.265319411,-0.176672285,0.038390494,-0.080961042,-0.170463648,0.000105968,0.255018231,0.071717018,-0.161600981,-0.006294904,0.046950968,0.063548997,0.063284204,0.14157085,0.4505139,0.762001611,0.998418103,1.100552287,0.824627941,0.384869547,0.153106261,0.135019834,0.113316608,0.109728368,0.194563153,0.240466652,0.382799394,0.491980464,0.487133895,0.620413127,0.681267248,0.494797775,0.324146535,0.313041438,0.26195319,0.2403943,0.337080842,0.455937472,0.589387255,0.781541633,1.120992502,1.081396299,0.694621104,0.487071925,0.412539809,..
Austria,AUT,"Population ages 0-14, total",1566864,1591647,1615511,1640796,1669908,1702165,1734910,1770419,1801100,1822857,1835769,1840231,1838054,1826900,1802605,1766122,1723301,1683462,1640041,1593504,1549231,1511937,1473669,1434631,1400817,1370721,1350296,1327219,1306500,1296431,1299884,1314644,1342729,1374321,1397371,1408227,1408301,1397122,1378290,1360628,1348118,1335267,1329418,1326404,1322536,1314129,1303282,1285491,1265159,1246028,1230814,1218637,1211102,1208730,1211372,1220347,1238043,1251975,1264013,1274912,..
Austria,AUT,"Population, total",7047539,7086299,7129864,7175811,7223801,7270889,7322066,7376998,7415403,7441055,7467086,7500482,7544201,7586115,7599038,7578903,7565525,7568430,7562305,7549425,7549433,7568710,7574140,7561910,7561434,7564985,7569794,7574586,7585317,7619567,7677850,7754891,7840709,7905633,7936118,7948278,7959017,7968041,7976789,7992324,8011566,8042293,8081957,8121423,8171966,8227829,8268641,8295487,8321496,8343323,8363404,8391643,8429991,8479823,8546356,8642699,8736668,8797566,8840521,8877067,..
Azerbaijan,AZE,GDP per capita (current US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1237.324492,1209.237493,676.1515115,529.8136618,436.216869,397.1981161,409.2107552,505.5637747,561.9070354,573.8932966,655.0974326,703.6838434,763.080638,883.6439965,1045.009379,1578.40239,2473.081819,3851.437869,5574.603802,4950.294791,5842.805784,7189.691229,7496.294648,7875.756953,7891.313147,5500.310382,3880.738731,4147.089716,4739.84171,4793.58702,..
Azerbaijan,AZE,"GDP per capita, PPP (constant 2017 international $)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7758.154036,7585.179517,5782.650277,4379.814078,3469.770316,3025.293877,3033.830388,3178.977396,3463.84201,3687.661015,4063.471641,4431.289873,4813.504185,5264.840526,5701.903264,7222.036075,9605.096108,11914.99483,12903.15192,13822.09111,14312.75612,13905.24576,14023.98072,14652.70425,14875.78164,14853.91055,14238.78414,14121.40694,14209.64941,14403.85047,..
Azerbaijan,AZE,Refugee population by country or territory of origin,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,300000,328005,299092,200519,236086,234949,329655,311131,284278,268755,260217,253248,250584,233678,126068,15922,16321,16945,16756,16168,15541,10808,10508,9707,10118,10893,11246,11626,..
Azerbaijan,AZE,Population growth (annual %),..,3.405067384,3.441167027,3.386881254,3.227890857,3.004260729,2.768314487,2.558215807,2.373893872,2.226831045,2.108867213,1.997437725,1.888227512,1.800120284,1.735510269,1.689532205,1.653261581,1.623353963,1.60383343,1.593747792,1.591151769,1.590043602,1.5912719,1.601643784,1.622093039,1.646524939,1.668709716,1.680321142,1.676420976,1.653213863,0.44966151,1.552352725,1.515077094,1.519152695,1.351730097,1.151694447,1.009848043,0.964673774,0.949138147,0.8775987,0.821519964,0.774765939,0.746173583,0.757650956,0.87542728,1.022265592,1.098586574,1.133855466,2.099854033,2.076148264,1.189787708,1.303000855,1.328763827,1.293447027,1.248208997,1.191209858,1.11785721,0.981261805,0.866316916,0.837019639,..
Azerbaijan,AZE,"Population ages 0-14, total",1539915,1641352,1747738,1852902,1948593,2029476,2108567,2167099,2209296,2242329,2269673,2284475,2296300,2301984,2296943,2280265,2261604,2233869,2201125,2170352,2146218,2132289,2127156,2131158,2143690,2164440,2205401,2253213,2304369,2355532,2376970,2433109,2482334,2526352,2560824,2583156,2588333,2583913,2569472,2543307,2506956,2447675,2386791,2324231,2261750,2201139,2157436,2112775,2091700,2080991,2067587,2073578,2095964,2130775,2169867,2207180,2257698,2294774,2322882,2349658,..
Azerbaijan,AZE,"Population, total",3895397,4030322,4171426,4315127,4456687,4592609,4721523,4843868,4960232,5071927,5180023,5284531,5385263,5483082,5579072,5674133,5768721,5863132,5957925,6053640,6150733,6249314,6349553,6452069,6557581,6666447,6778624,6893489,7010027,7126881,7159000,7271000,7382000,7495000,7597000,7685000,7763000,7838250,7913000,7982750,8048600,8111200,8171950,8234100,8306500,8391850,8484550,8581300,8763400,8947243,9054332,9173082,9295784,9416801,9535079,9649341,9757812,9854033,9939771,10023318,..
"Bahamas, The",BHS,GDP per capita (current US$),1550.239392,1651.288985,1752.854481,1867.025012,1994.380832,2144.754403,2322.689948,2556.651018,2804.333876,3215.095179,3178.844552,3297.50588,3322.163876,3696.072544,3416.162489,3156.234118,3328.512407,3617.434716,4131.468448,5533.439976,6340.726812,6624.838617,7168.095774,7698.459242,8877.319798,9893.084177,10344.45249,11156.28209,11387.70908,12163.68136,12356.4239,11919.7879,11686.69581,11406.68981,11814.5632,12238.3862,12708.73096,22036.48411,23514.42031,26130.10182,27097.61081,27486.23677,28866.80101,28327.27087,28395.92466,30278.36692,30713.70528,31472.09897,30627.23863,28552.19048,28443.40766,28006.37972,29485.62093,28768.02989,29445.03053,31405.96356,31588.835,31827.2427,32217.87159,32933.48601,..
"Bahamas, The",BHS,"GDP per capita, PPP (constant 2017 international $)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38659.35722,36363.61064,34312.42423,33778.10363,34238.37098,35184.27068,36180.36704,36492.15126,37787.37091,40009.8771,41112.28909,41555.0252,41979.47512,40724.62628,40341.43569,40945.27819,41192.93048,41001.55416,39315.49316,37035.69559,37040.03911,36786.67877,37504.30428,36041.86161,35967.89215,35837.34626,35642.47241,35308.4134,35500.5442,35782.7979,..
"Bahamas, The",BHS,Refugee population by country or territory of origin,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12,14,11,12,17,184,195,208,216,216,298,378,421,501,..
"Bahamas, The",BHS,Population growth (annual %),..,4.974874579,5.055857992,5.031049251,4.881297516,4.639796568,4.415588074,4.173152871,3.873673972,3.481132882,3.062775928,2.629016493,2.261329318,2.031885543,1.965495021,2.019233561,2.102197606,2.149771259,2.196390657,2.211830159,2.211936787,2.223529506,2.231040162,2.201010543,2.12708044,2.004368492,1.874652393,1.764136917,1.703653434,1.71564194,1.767915704,1.850289915,1.90542672,1.876807562,1.746933796,1.560379122,1.345024017,1.183205481,1.120860244,1.185320185,1.347398334,1.520667125,1.652399307,1.761996908,1.824351295,1.853248287,1.882682626,1.901849904,1.847733423,1.70871838,1.515331048,1.297394475,1.108201634,0.980915204,0.93928457,0.959409324,0.990519136,1.008311908,1.010953344,0.991335935,..
"Bahamas, The",BHS,"Population ages 0-14, total",46430,48843,51545,54498,57574,60616,63025,65259,67369,69427,71418,72056,73090,74328,75435,76272,77095,77285,77166,77264,77863,77913,78849,80254,81452,82087,83030,83100,82717,82595,83112,83427,84639,86272,87515,87925,88653,88478,87772,87246,87350,87496,88118,89082,90171,91315,92151,93332,94458,95202,95422,94992,93957,92507,91025,89773,88258,87324,86711,85981,..
"Bahamas, The",BHS,"Population, total",109534,115121,121091,127339,133709,140059,146382,152620,158648,164268,169377,173889,177866,181517,185120,188896,192909,197101,201478,205984,210591,215326,220184,225084,229923,234578,239017,243271,247451,251733,256223,261008,266029,271069,275846,280184,283978,287358,290597,294062,298051,302618,307660,313129,318894,324859,331033,337389,343681,349604,354942,359577,363584,367168,370633,374206,377931,381761,385640,389482,..
Bahrain,BHR,GDP per capita (current US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8537.929379,9269.269617,9446.158002,9421.285655,9590.730202,8706.766601,7041.601959,7555.100464,7958.747925,8030.904659,8528.983334,9055.679936,9082.758533,9698.189063,10130.50523,10376.9717,10544.70357,10672.16601,10076.22062,10401.54581,13636.39623,12868.26916,13049.80322,14222.0368,15846.54414,17959.25544,19307.60966,20976.54353,23066.53376,19355.90467,20722.13729,22514.23795,23654.35139,24744.29696,24989.40012,22688.9444,22619.11667,23709.43047,23991.05668,23503.97713,..
